food_code,food_name,food_type,veg_flag,cuisine_region,meal_slots,search_alias,energy_kcal,protein_g,carb_g,fat_g,fibre_g,calcium_mg,iron_mg,magnesium_mg,sodium_mg,potassium_mg,cholesterol_mg,servings_unit,serving_grams,unit_serving_energy_kcal
ASC273,Cucumber raita (Kheere ka raita),dish,veg,Pan-Indian,"high tea, lunch, dinner",Kheere ka raita,59.13,4.04,6.35,2.08,0.86,138.58,0.29,20.66,189.96,253.64,7.21,bowl,152.7,90.27
ASC274,Carrot and spinach raita (Gajar aur palak ka raita),dish,veg,Pan-Indian,"lunch, dinner",Gajar aur palak ka raita,56.83,4.0,5.83,1.99,1.39,142.57,1.04,38.85,180.79,380.75,6.19,bowl,177.7,100.96
ASC275,Mint raita (Pudinay ka raita),dish,veg,Pan-Indian,"lunch, dinner",Pudinay ka raita,77.59,5.64,7.65,2.96,0.34,198.22,0.37,22.5,274.38,292.83,10.51,bowl,104.7,81.21
ASC276,Potato raita (Aloo ka raita),dish,veg,Pan-Indian,"lunch, dinner",Aloo ka raita,75.38,4.22,10.24,2.04,0.75,132.31,0.34,21.94,183.37,376.28,6.98,bowl,157.7,118.85
ASC277,Boondi raita,dish,veg,Pan-Indian,"lunch, dinner",Boondi wala Raita,687.72,2.19,3.96,73.83,0.46,49.0,0.24,7.4,99.18,79.71,2.51,bowl,250.0,1719.3
ASC278,Sweet raita (Meetha raita),dish,veg,Pan-Indian,"lunch, dinner",Meetha raita,99.24,3.24,17.93,1.78,1.02,108.91,0.21,16.72,42.98,233.29,5.73,bowl,192.0,190.55
ASC279,Dahi vadas/Dahi bhalla,dish,veg,Pan-Indian,high tea,Dahi bhalla,667.73,2.96,5.49,70.4,0.97,49.03,0.49,17.84,79.0,152.37,2.39,vada,172.2,1150.16
ASC280,Gunjia,dish,veg,Pan-Indian,"lunch, dinner",Gujiya,667.34,2.98,5.68,70.28,1.13,48.16,0.5,17.83,77.9,154.16,2.36,gunjia,174.8,1166.18
ASC281,Saunth/Sonth chutney with tamarind/imli,condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",Sonth chutney with tamarind; imli,141.53,1.01,33.55,0.15,0.93,54.74,2.71,46.27,244.38,267.27,0.0,teaspoon,17.7,25.05
ASC282,Rice kheer (Chawal ki kheer),dish,veg,Pan-Indian,"high tea, lunch, dinner",Chawal ki kheer,75.03,2.3,10.05,2.97,0.17,75.57,0.17,7.33,16.24,83.08,0.0,bowl,250.0,187.57
ASC283,Makhana kheer,dish,veg,Pan-Indian,high tea,,107.85,3.31,12.88,5.0,0.11,111.64,0.28,13.39,23.4,139.35,1.77,bowl,250.0,269.62
ASC285,Vermicelli kheer (Semiya/Seviyan ki kheer),dish,veg,Pan-Indian,high tea,Semiya/Seviyan ki kheer,120.07,3.35,15.87,5.0,0.5,104.8,0.3,10.67,22.52,116.57,2.12,bowl,232.4,279.08
ASC286,Semolina kheer (Suji/Rava kheer),dish,veg,Pan-Indian,high tea,Suji/Rava kheer,113.21,3.43,15.88,4.2,0.51,105.99,0.34,10.71,22.66,122.23,0.0,bowl,230.4,260.87
ASC287,Paneer kheer,dish,veg,North Indian,"high tea, lunch, dinner",,105.31,4.53,10.03,5.37,0.07,144.66,0.26,10.91,23.81,112.75,0.0,bowl,250.0,263.27
ASC288,Cabbage kheer (Pattagobhi ki kheer),dish,veg,Pan-Indian,high tea,Pattagobhi ki kheer,83.51,2.87,9.73,3.8,0.51,102.74,0.24,10.99,22.67,136.05,0.0,bowl,250.0,208.78
ASC289,Carrot kheer (Gajar ki kheer),dish,veg,Pan-Indian,high tea,Gajar ki kheer,85.35,2.81,10.09,3.85,0.73,100.12,0.28,10.8,28.54,142.34,0.0,bowl,250.0,213.38
ASC290,Cauliflower kheer (Phoolgobhi ki kheer),dish,veg,Pan-Indian,high tea,Phoolgobhi ki kheer,81.95,3.04,8.78,3.95,0.55,101.75,0.3,11.22,25.19,145.2,0.0,bowl,250.0,204.88
ASC291,Moong dal kheer,dish,veg,Pan-Indian,"high tea, lunch, dinner",,77.16,2.95,9.89,2.97,0.4,75.66,0.28,11.91,16.34,123.56,0.0,bowl,250.0,192.9
ASC292,Phirni,dish,veg,Pan-Indian,"lunch, dinner",,116.12,3.49,16.11,4.34,0.36,104.57,0.23,11.53,22.47,114.51,0.0,bowl,250.0,290.3
ASC293,Semolina halwa (Suji ka halwa),dish,veg,Pan-Indian,high tea,Suji ka halwa,225.65,2.16,24.67,13.38,1.86,11.77,0.65,13.08,1.28,70.46,30.82,bowl,159.6,360.18
ASC294,Shahi suji halwa,dish,veg,Pan-Indian,high tea,,382.34,3.48,44.44,21.73,2.96,18.64,0.98,20.88,2.18,99.83,50.05,bowl,98.3,375.84
ASC295,Carrot halwa (Gajar ka halwa),dish,veg,Pan-Indian,high tea,Gajar ka halwa,172.64,3.11,18.53,9.73,2.65,106.94,0.76,22.98,39.96,249.93,14.66,bowl,167.8,289.71
ASC296,Egg halwa (Ande ka halwa),dish,egg,Pan-Indian,high tea,Ande ka halwa,299.74,7.85,39.59,13.41,0.49,35.77,1.45,7.93,83.04,119.03,204.93,bowl,96.5,289.25
ASC297,Potato halwa (Aloo ka halwa),dish,veg,Pan-Indian,high tea,Aloo ka halwa,151.66,1.53,29.18,3.48,1.64,14.15,0.63,25.15,4.23,451.73,6.23,bowl,158.0,239.69
ASC298,Pumpkin halwa (Kaddu ka halwa),dish,veg,Pan-Indian,high tea,Kaddu ka halwa,190.27,1.33,27.6,8.81,2.97,24.34,0.63,19.35,8.09,235.46,9.52,bowl,155.0,295.0
ASC299,Moong dal halwa,dish,veg,Pan-Indian,"high tea, lunch, dinner",,349.8,8.35,40.23,17.68,2.65,110.4,1.51,46.78,11.19,386.87,34.81,bowl,95.4,333.68
ASC300,Caramel custard (steamed),dish,veg,Continental,high tea,steamed,121.58,4.97,15.02,4.87,0.0,88.12,0.51,8.22,43.57,105.29,78.88,bowl,232.0,282.06
ASC301,Baked custard,dish,veg,Continental,high tea,,106.53,5.41,9.45,5.3,0.0,95.32,0.54,8.82,47.13,114.36,85.92,bowl,213.0,226.9
ASC302,Soft Custard (stirred),dish,veg,Continental,high tea,stirred,109.18,5.01,11.19,5.07,0.0,95.82,0.49,8.73,122.17,111.75,73.35,bowl,249.5,272.41
ASC304,Chocolate ice cream,dish,veg,Continental,high tea,,177.7,4.47,15.41,11.25,0.0,84.24,0.47,13.63,36.79,118.05,68.26,ice-cream cup,150.0,266.55
ASC305,Mango ice cream,dish,veg,Continental,high tea,,125.69,3.4,11.14,7.62,0.52,67.17,0.39,9.6,29.13,115.29,55.21,ice-cream cup,150.0,188.53
ASC307,Fruit Ice cream (Phalon ka Ice cream),dish,veg,Continental,high tea,Phalon ka Ice cream,171.46,4.37,16.05,10.38,0.33,93.35,0.36,6.73,38.78,119.98,17.12,ice-cream cup,150.0,257.19
ASC308,Caramel ice cream,dish,veg,Continental,high tea,,173.52,4.31,14.81,11.15,0.08,87.32,0.35,11.98,33.47,105.17,54.79,ice-cream cup,150.0,260.28
ASC309,Lemon souffle,dish,veg,Continental,high tea,,168.51,6.95,13.43,10.02,0.0,59.81,0.56,7.4,50.73,88.44,100.42,souffle cup,200.0,337.02
ASC310,Orange souffle,dish,veg,Continental,high tea,,168.28,6.8,14.2,9.73,0.22,59.04,0.65,8.23,49.22,101.26,97.54,souffle cup,200.0,336.56
ASC311,Vanilla souffle,dish,veg,Continental,high tea,,187.85,7.71,14.78,11.19,0.0,70.6,0.58,7.7,56.73,90.16,109.43,souffle cup,200.0,375.7
ASC312,Chocolate souffle,dish,veg,Continental,high tea,,189.32,7.88,14.74,11.36,0.0,71.55,0.71,14.67,56.07,109.25,108.18,souffle cup,200.0,378.64
ASC313,Pineapple souffle ,dish,veg,Continental,high tea,,196.14,8.06,15.52,11.72,0.0,67.23,0.61,7.64,59.17,88.17,117.82,souffle cup,200.0,392.28
ASC314,Apple mousse,dish,veg,Continental,high tea,,106.92,4.21,12.77,4.27,1.6,33.76,0.48,8.41,28.79,109.32,57.67,bowl,250.0,267.3
ASC315,Rich chocolate mousse,dish,veg,Continental,high tea,,188.26,7.96,10.84,12.19,0.0,54.59,0.97,26.66,51.71,128.77,111.71,cup,200.0,376.52
ASC316,Mango mousse,dish,veg,Continental,high tea,,124.98,3.21,9.14,8.47,0.88,51.38,0.35,10.48,19.62,113.71,23.66,cup,200.0,249.96
ASC317,Orange and pineapple cream,dish,veg,Continental,"lunch, dinner",,101.18,1.44,11.96,5.43,1.03,35.0,0.41,8.47,10.17,114.98,15.43,bowl,89.1,90.18
ASC318,Charlotte rousse,dish,veg,Continental,"lunch, dinner",,188.29,3.95,34.08,4.78,1.01,34.95,0.53,9.65,56.45,92.26,47.04,bowl,250.0,470.73
ASC319,Triffle pudding,dish,veg,Continental,high tea,,116.97,2.93,18.24,3.93,0.12,48.72,0.47,8.37,26.95,99.9,36.95,bowl,250.0,292.43
ASC320,Snow flakes pudding,dish,veg,Continental,high tea,,95.21,4.67,8.07,4.97,0.03,101.33,0.42,8.74,39.6,115.36,57.55,bowl,250.0,238.03
ASC321,Kulfi,dish,veg,Pan-Indian,"lunch, dinner",,98.43,3.21,11.3,4.7,0.12,111.86,0.2,10.63,23.97,114.04,0.0,kulfi,100.0,98.43
ASC322,Steamed orange pudding,dish,veg,Continental,high tea,,278.03,2.34,41.53,12.04,0.58,21.15,0.55,11.23,79.1,108.76,31.86,large slice,107.5,298.77
ASC323,Meringue and rice pudding,dish,veg,Continental,"high tea, lunch, dinner",,112.93,4.84,14.6,4.05,0.17,85.43,0.37,8.94,44.16,110.88,40.85,bowl,224.0,252.96
ASC324,Cheese pudding,dish,veg,Continental,high tea,,285.01,11.29,19.27,18.37,0.05,226.11,0.87,19.03,37.83,81.7,99.76,large slice,120.6,343.59
ASC325,Chocolate pudding,dish,veg,Continental,high tea,,211.96,3.55,29.59,9.48,0.53,64.56,0.6,12.04,171.36,79.22,46.25,large slice,165.7,351.2
ASC326,Bread and butter pudding ,dish,veg,Continental,high tea,,167.94,5.59,19.63,7.88,0.98,105.54,0.9,19.86,96.3,155.43,55.29,plate,123.2,206.85
ASC327,Queen of pudding,dish,veg,Continental,high tea,,132.92,5.51,16.35,5.38,0.27,78.26,0.53,9.24,85.59,107.57,60.59,large slice,325.8,432.99
ASC328,Pineapple upside down pudding,dish,veg,Continental,high tea,,257.73,3.15,35.73,11.91,0.8,26.05,0.68,10.27,74.52,81.05,62.13,large slice,133.6,344.4
ASC329,Date and nut pie,dish,veg,Continental,"lunch, dinner",,322.42,3.93,46.86,13.31,4.13,34.69,1.54,40.61,3.87,291.15,18.85,bowl,226.0,728.66
ASC330,Stewed apple with custard,dish,veg,Continental,high tea,,92.87,1.27,18.36,1.82,1.01,49.24,0.18,6.11,16.66,82.79,0.0,piece,283.5,263.29
ASC331,Apple snowballs,dish,veg,Continental,"lunch, dinner",,101.51,0.86,24.58,0.31,1.25,9.43,0.18,4.93,12.8,70.07,0.0,piece,259.5,263.42
ASC332,Hot orange souffle,dish,veg,Continental,high tea,,179.97,6.87,18.77,8.95,0.29,53.81,1.03,9.92,58.8,114.96,160.48,bowl,122.0,219.56
ASC333,Hot chocolate souffle,dish,veg,Continental,high tea,,226.09,6.7,26.21,11.1,0.12,60.19,1.08,17.64,54.11,125.67,138.51,bowl,142.0,321.05
ASC334,Hot vanilla souffle,dish,veg,Continental,high tea,,192.93,6.87,21.77,9.07,0.13,63.2,0.93,9.22,59.59,105.25,153.55,bowl,127.5,245.99
ASC335,Plain burfi (Burfi),dish,veg,Pan-Indian,high tea,Burfi,408.32,9.82,30.88,27.96,0.17,355.78,1.5,38.12,31.65,325.37,38.12,burfi,43.6,177.85
ASC336,Coconut burfi (Nariyal ki burfi),dish,veg,South Indian,high tea,Nariyal ki burfi,467.64,8.81,32.15,34.63,3.5,272.81,1.82,47.2,27.63,401.32,29.26,burfi,56.7,265.38
ASC337,Bottle gourd burfi (Ghiya/Lauki burfi),dish,veg,Pan-Indian,high tea,Ghiya/Lauki burfi,275.96,5.86,24.51,17.68,0.73,215.85,0.93,24.42,18.15,229.64,26.43,burfi,72.1,199.03
ASC338,Chocolate burfi,dish,veg,Pan-Indian,high tea,,339.33,13.0,33.15,17.86,0.0,466.48,2.12,57.02,39.32,449.04,3.78,burfi,32.5,110.28
ASC339,Cashewnut burfi (Kaju burfi/Kaju katli),dish,veg,Pan-Indian,high tea,Kaju burfi/Kaju katli,421.74,5.48,37.92,28.46,1.12,12.95,1.79,89.83,4.23,186.05,38.62,burfi,28.7,120.9
ASC340,Gram flour burfi (Besan burfi),dish,veg,Pan-Indian,high tea,Besan burfi,421.79,11.19,46.59,22.41,3.41,160.71,1.47,35.67,13.02,226.63,40.13,burfi,38.3,161.6
ASC341,Semolina ladoo with khoya (Suji/Rava aur khoye ke ladoo ),dish,veg,Pan-Indian,high tea,Suji/Rava aur khoye ke ladoo ,428.71,6.71,52.86,21.86,4.68,106.42,1.73,32.29,14.4,259.35,27.87,ladoo,29.4,126.12
ASC342,Semolina ladoo with coconut (Suji/Rava aur nariyal ke ladoo ),dish,veg,South Indian,high tea,Suji/Rava aur nariyal ke ladoo ,464.43,5.68,50.9,27.03,6.69,26.72,1.83,34.77,9.06,264.85,33.81,ladoo,36.4,168.94
ASC343,Gram flour ladoo (Besan ladoo),dish,veg,Pan-Indian,high tea,Besan ladoo,476.91,8.93,62.61,22.76,4.43,25.35,1.51,26.77,5.48,142.26,52.34,ladoo,35.2,168.11
ASC344,Sesame ladoo (Til ke ladoo),dish,veg,Pan-Indian,high tea,Til ke ladoo,396.96,10.7,43.5,19.64,7.72,631.82,8.94,221.36,18.55,430.91,0.0,ladoo,27.5,109.16
ASC345,Chenna murki,dish,veg,Pan-Indian,"lunch, dinner",,252.69,10.46,36.01,8.2,0.0,266.85,0.55,15.32,11.4,65.45,0.0,bowl,90.1,227.74
ASC346,Milk cake,dish,veg,Pan-Indian,"breakfast, high tea",,127.41,3.01,9.13,8.93,0.06,104.94,0.2,7.48,24.97,109.26,11.56,slice,287.2,365.98
ASC347,Ghujia/Lavang latika,dish,veg,Pan-Indian,"lunch, dinner",Lavang latika,768.98,1.86,13.0,78.93,0.52,31.01,0.44,7.25,3.28,54.27,4.62,gunjia,106.5,818.71
ASC348,Gulab Jamun with khoya,dish,veg,Pan-Indian,high tea,,586.06,2.03,26.09,53.23,0.07,67.32,0.39,7.51,15.09,62.61,0.0,gulab jamun,156.7,918.46
ASC349,Mal pua,dish,veg,Pan-Indian,"lunch, dinner",,566.68,1.71,17.56,54.64,0.62,30.05,0.33,5.77,6.35,47.87,0.0,malqura,149.6,847.94
ASC350,Shahi tukre,dish,veg,Pan-Indian,"lunch, dinner",,189.81,2.76,41.46,2.54,0.51,76.47,0.37,9.18,71.04,74.06,0.0,tukra,101.9,193.43
ASC351,Potato pakora/pakoda (Aloo pakoda),dish,veg,Pan-Indian,high tea,Aloo pakoda; pakoda,677.19,1.9,6.04,71.84,1.03,6.59,0.38,7.85,63.38,90.01,0.0,plate,300.0,2031.57
ASC352,Onion pakora/pakoda (Pyaaz ke pakode),dish,veg,Pan-Indian,high tea,Pyaaz ke pakode; pakoda,674.61,1.9,5.41,71.84,1.11,7.95,0.36,7.13,63.55,46.12,0.0,plate,300.0,2023.83
ASC353,Cauliflower pakora/pakoda (Phoolgobhi ke pakode),dish,veg,Pan-Indian,high tea,Phoolgobhi ke pakode; pakoda,671.63,1.98,4.52,71.86,1.26,8.44,0.42,7.73,66.54,64.86,0.0,plate,300.0,2014.89
ASC354,Mixed vegetable pakora/pakoda,dish,veg,Pan-Indian,high tea,pakoda,673.81,1.94,5.12,71.86,1.13,9.55,0.46,9.51,65.35,75.24,0.0,plate,300.0,2021.43
ASC355,Spinach pakora/pakoda (Palak pakoda),dish,veg,Pan-Indian,high tea,Palak pakoda; pakoda,712.62,1.96,4.68,76.38,1.02,10.99,0.52,10.79,69.54,66.87,0.0,plate,300.0,2137.86
ASC356,Methi pakora/pakoda (Methi ke pakode),dish,veg,Pan-Indian,high tea,Methi ke pakode; pakoda,713.25,2.06,4.68,76.39,1.18,23.07,0.69,9.33,69.83,41.72,0.0,plate,300.0,2139.75
ASC357,Egg pakora/pakoda (Ande ke pakode),dish,egg,Pan-Indian,high tea,Ande ke pakode; pakoda,710.51,2.83,4.48,75.86,0.86,9.55,0.47,6.16,75.37,37.75,28.39,plate,300.0,2131.53
ASC358,Bread pakora/pakoda,dish,veg,Pan-Indian,high tea,pakoda,710.99,2.57,8.87,74.2,1.11,19.83,0.46,7.17,101.49,38.92,0.0,plate,300.0,2132.97
ASC359,Paneer pakora/pakoda,dish,veg,North Indian,"high tea, lunch, dinner",pakoda,718.12,3.27,5.52,76.05,0.89,43.38,0.43,7.7,131.7,33.87,0.0,plate,300.0,2154.36
ASC360,Potato bonda (Aloo bonda),dish,veg,Pan-Indian,"lunch, dinner",Aloo bonda,632.84,1.09,4.53,67.8,0.83,6.79,0.37,9.02,132.53,105.94,0.0,bonda,179.2,1134.09
ASC361,Potato samosa (Aloo ka samosa),dish,veg,Pan-Indian,high tea,Aloo ka samosa,577.39,1.71,9.21,59.19,1.19,7.63,0.5,11.38,77.1,137.5,2.33,samosa,140.9,813.76
ASC362,Minced meat samosa (Keema ka samosa),dish,non-veg,Pan-Indian,high tea,Keema ka samosa,620.99,4.43,6.14,64.26,0.39,6.7,0.55,7.78,88.64,81.99,16.71,samosa,134.9,837.51
ASC363,Paneer and pea samosa (Paneer matar ka samosa),dish,veg,North Indian,"high tea, lunch, dinner",Paneer matar ka samosa,623.81,4.02,8.55,63.65,1.02,64.56,0.53,11.02,78.18,52.58,0.0,samosa,134.9,841.31
ASC364,Mathri,dish,veg,Pan-Indian,high tea,,805.12,1.75,12.32,83.1,0.6,5.23,0.43,5.79,64.7,30.35,0.0,kachori,87.2,702.18
ASC365,Khasta kachori,dish,veg,Pan-Indian,high tea,,712.73,2.51,12.81,72.27,0.97,7.84,0.59,12.9,90.56,78.13,0.0,kachori,100.7,717.57
ASC366,Vegetable cutlet,dish,veg,Pan-Indian,high tea,,665.45,1.25,4.68,71.33,0.93,13.55,0.4,8.02,85.38,103.14,6.77,cutlet,150.0,998.17
ASC367,Flattened rice cutlet (Chirwa cutlet/Chivda cutlet/Poha cutlet),dish,veg,West Indian,"breakfast, high tea, lunch, dinner",Chirwa cutlet/Chivda cutlet/Poha cutlet,701.71,1.76,7.39,73.89,0.86,9.17,0.59,14.57,76.65,119.47,6.9,cutlet,150.0,1052.57
ASC368,Peanut cutlet (Mungfali ke cutlet),dish,veg,Pan-Indian,high tea,Mungfali ke cutlet,698.77,2.63,5.68,74.0,1.21,14.38,0.56,20.0,84.24,143.3,6.75,cutlet,150.0,1048.15
ASC369,Fish cutlet (Machli ka cutlet),dish,non-veg,Pan-Indian,"high tea, lunch, dinner",Machli ka cutlet,654.64,2.77,3.13,70.11,0.54,10.44,0.36,9.02,75.33,109.15,11.02,cutlet,150.0,981.96
ASC370,Paneer potato cutlet (Paneer aloo cutlet),dish,veg,North Indian,"high tea, lunch, dinner",Paneer aloo cutlet,672.94,2.47,5.23,71.4,0.41,45.36,0.38,7.27,85.71,96.72,13.33,cutlet,150.0,1009.41
ASC371,Spinach chickpeas cutlet (Palak channa dal cutlet),dish,veg,North Indian,"high tea, lunch, dinner",Palak channa dal cutlet,688.03,1.44,4.93,73.6,0.93,11.3,0.57,11.84,79.13,144.62,6.98,cutlet,150.0,1032.05
ASC372,Cheese toast,dish,veg,Pan-Indian,high tea,,785.37,1.98,5.49,84.11,0.31,43.87,0.31,4.08,121.05,26.04,11.55,toast,145.0,1138.78
ASC375,Vegetable burger,dish,veg,Pan-Indian,"lunch, dinner",,519.93,3.26,13.69,50.63,1.7,26.08,0.7,6.46,168.97,90.87,7.4,burger,250.0,1299.82
ASC376,Cheese pizza,dish,veg,Pan-Indian,"lunch, dinner",,249.5,5.79,30.62,12.43,1.95,96.51,1.09,17.36,397.73,152.89,10.64,piece,131.1,327.1
ASC377,Vegetable seekh kebab,dish,veg,Pan-Indian,"lunch, dinner",,690.73,1.57,5.32,73.72,0.59,32.66,0.36,7.92,83.67,104.53,0.0,kabab,164.5,1136.38
ASC378,Masala vada,condiment,veg,South Indian,"breakfast, lunch, high tea, dinner",,826.02,1.69,4.06,89.15,1.07,7.45,0.52,10.44,74.53,97.19,0.0,vada,269.8,2228.2
ASC379,Peanut sago vada (Sabudana mungfali vada),dish,veg,South Indian,high tea,Sabudana mungfali vada,749.89,1.01,7.14,79.82,0.62,5.03,0.38,10.38,71.29,94.5,0.0,vada,305.6,2291.54
ASC380,Vegeterian scotch egg,dish,egg,Pan-Indian,"lunch, dinner",,681.67,2.16,4.64,72.77,0.58,15.2,0.46,6.42,93.33,80.64,34.24,piece,334.1,2277.34
ASC381,Paneer shaslik/tikka,dish,veg,North Indian,"lunch, dinner",tikka,93.85,5.11,7.98,4.49,1.23,123.86,0.68,15.85,103.39,130.93,0.0,plate,300.0,281.55
ASC382,Peanut brittle (Moongfali ki chikki),dish,veg,Pan-Indian,high tea,Moongfali ki chikki,320.46,6.94,47.46,11.13,2.63,68.03,3.22,108.38,15.99,420.05,2.5,piece,24.6,78.91
ASC383,Spring roll,dish,veg,Pan-Indian,high tea,,623.87,1.81,8.56,64.63,0.67,9.51,0.49,7.0,132.84,60.86,12.15,spring roll,94.2,587.39
ASC384,Dry mango chutney (Sookhe aam ki chutney),condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",Sookhe aam ki chutney,298.13,2.43,69.17,0.7,3.74,72.05,3.98,77.6,437.91,654.54,0.0,tablespoon,27.7,82.58
ASC385,Peanut chutney (Mungfali ki chutney),condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",Mungfali ki chutney,258.37,11.8,9.87,19.06,5.73,34.79,1.99,103.32,475.34,414.29,0.0,tablespoon,21.0,54.26
ASC386,Coconut chutney (Nariyal ki chutney),condiment,veg,South Indian,"breakfast, lunch, high tea, dinner",Nariyal ki chutney,265.92,3.59,8.29,25.0,6.73,15.7,1.25,25.07,428.28,230.88,0.0,tablespoon,25.3,67.37
ASC387,Mint and coriander chutney (Pudinay aur dhaniye ki chutney),condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",Pudinay aur dhaniye ki chutney/Hari chutney/Green chutney,102.6,2.81,21.18,0.51,4.33,107.45,4.76,62.72,391.66,459.42,0.0,tablespoon,26.3,26.98
ASC388,Curd dip,dish,veg,Pan-Indian,"lunch, dinner",,79.95,5.04,7.95,3.36,0.1,167.17,0.25,18.06,301.07,279.4,10.59,1 katori,150.0,119.92
ASC394,Short crust pastry,dish,veg,Continental,"lunch, dinner",,422.1,6.11,44.72,23.98,1.58,16.9,1.02,18.33,97.2,92.93,61.0,1 katori,150.0,633.15
ASC395,Custard tart,dish,veg,Continental,high tea,,225.6,3.72,28.66,10.73,0.91,57.47,0.49,12.99,59.74,115.73,22.28,tart,71.7,161.73
ASC396,Lemon tart,dish,veg,Continental,"lunch, dinner",,303.35,6.12,30.68,17.45,0.81,24.03,0.98,12.99,76.09,94.23,123.17,tart,54.4,165.14
ASC397,Jam tart,condiment,veg,Continental,"breakfast, lunch, high tea, dinner",,360.72,4.42,46.18,17.35,1.14,12.23,0.74,13.27,70.34,67.25,44.15,tart,36.2,130.54
ASC398,Orange cream tart,dish,veg,Continental,"lunch, dinner",,197.16,2.58,27.43,8.72,0.64,13.84,0.58,13.59,36.85,136.02,22.13,tart,72.2,142.32
ASC399,Pineapple tart,dish,veg,Continental,"lunch, dinner",,195.4,2.29,28.62,8.21,0.87,12.02,0.5,10.57,37.88,71.82,20.7,tart,77.2,150.83
ASC400,Cheese and mushroom tart,dish,veg,Continental,"lunch, dinner",,246.1,5.51,21.43,15.28,1.18,100.97,0.59,15.72,212.42,136.37,37.99,tart,67.2,165.5
ASC401,Cottage cheese pie,dish,veg,Continental,"lunch, dinner",,238.98,7.45,20.66,13.83,2.21,108.05,0.92,22.71,103.29,128.1,20.86,pie,150.0,358.47
ASC402,Minced meat pie,dish,non-veg,Continental,"lunch, dinner",,221.55,7.38,18.11,13.04,2.33,18.14,1.07,22.33,127.85,185.89,34.57,pie,150.0,332.32
ASC403,Apple cinnamon pie,dish,veg,Continental,"lunch, dinner",,258.73,3.35,33.68,12.21,1.77,16.14,0.65,12.35,60.14,90.1,36.52,slice,177.1,458.28
ASC404,Lemon meringue pie,dish,veg,Continental,"lunch, dinner",,224.43,3.88,35.11,8.16,0.44,16.79,0.67,8.08,85.12,58.11,75.3,slice,156.9,352.07
ASC405,Chocolate meringue pie,dish,veg,Continental,"lunch, dinner",,214.76,4.98,28.8,9.17,0.37,55.98,0.92,26.05,80.77,130.01,64.11,slice,184.2,395.69
ASC406,Choux pastry,dish,veg,Continental,"lunch, dinner",,222.37,5.55,16.2,14.96,0.56,19.43,0.83,9.75,132.28,69.35,125.01,1 katori,150.0,333.56
ASC407,Cream puffs,dish,veg,Continental,high tea,,221.33,4.7,16.0,15.48,0.38,37.93,0.58,8.86,98.76,76.51,100.48,puff,72.4,160.19
ASC408,Chocolate eclairs,dish,veg,Continental,"lunch, dinner",,239.42,4.24,26.22,13.5,0.33,34.21,0.68,13.73,85.88,84.46,85.94,éclair,169.2,405.21
ASC409,Cheese balls,dish,veg,Continental,"lunch, dinner",,681.28,2.21,4.81,72.57,0.18,30.01,0.32,3.93,120.7,27.57,37.78,piece,59.1,402.95
ASC410,Flaky pastry,dish,veg,Continental,"lunch, dinner",,443.94,4.69,33.61,31.99,1.25,9.28,0.83,14.23,178.52,67.37,0.0,1 katori,150.0,665.91
ASC411,Minced meat patties,dish,non-veg,Pan-Indian,"lunch, dinner",,265.72,6.88,15.25,19.57,0.77,19.23,0.93,13.2,252.18,119.59,81.36,patty,129.8,345.0
ASC412,Cheese patties,dish,veg,Pan-Indian,"lunch, dinner",,324.01,7.38,22.23,22.67,1.24,126.41,0.82,18.88,295.22,97.11,0.0,patty,104.0,336.84
ASC413,Hot cheese souffle,dish,veg,Continental,high tea,,177.1,9.18,5.41,13.23,0.12,169.17,0.83,13.38,286.96,130.84,149.14,bowl,250.0,442.75
ASC414,Hot potato souffle,dish,veg,Continental,high tea,,125.64,5.51,8.56,7.64,0.66,56.84,0.79,15.02,97.2,258.62,109.09,bowl,250.0,314.1
ASC415,Hot fish souffle,dish,non-veg,Continental,"high tea, lunch, dinner",,142.92,11.23,3.69,9.24,0.1,58.18,0.7,17.68,110.94,165.04,122.69,bowl,250.0,357.3
ASC416,Hot spinach souffle,dish,veg,Continental,high tea,,104.25,5.43,4.19,7.24,0.99,80.77,1.67,39.49,104.69,311.73,100.84,bowl,250.0,260.62
ASC417,Plain cream cake,dish,veg,Continental,high tea,,353.94,6.18,47.18,16.17,0.71,41.95,1.02,11.79,174.0,86.91,120.92,piece,53.2,188.47
ASC418,Apple cake (Seb ka cake),dish,veg,Continental,high tea,Seb ka cake,290.08,4.94,39.48,12.87,1.22,38.99,0.9,12.0,136.95,96.16,94.69,piece,68.0,197.25
ASC419,Marble cake,dish,veg,Continental,high tea,,354.11,6.3,46.88,16.27,0.71,39.6,1.12,16.54,138.48,100.2,120.14,piece,53.6,189.78
ASC420,Chocolate cake,dish,veg,Continental,high tea,,335.61,6.01,45.14,15.18,0.64,41.13,1.08,17.74,241.93,104.7,109.36,piece,58.9,197.59
ASC421,Orange cake,dish,veg,Continental,high tea,,357.61,6.1,48.28,16.21,0.83,29.72,1.06,12.17,105.41,90.64,123.67,piece,52.1,186.18
ASC422,Fruit Loaf ,dish,veg,Continental,"lunch, dinner",,324.19,5.36,46.49,13.31,0.87,45.71,0.96,13.06,160.6,116.78,90.0,slice,55.9,181.14
